#id	length	evalue	coverge	probability	score
Os3314_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	147	3.3e-68	41.9	0.96	223.5
Os3314_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	8.6e-18	97.4	0.88	58.3
Os3315_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	8e-33	100.0	0.98	107.3
Os3315_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1e-21	100.0	0.99	70.9
Os3315_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2.5e-93	100.0	1.0	304.4
Os3315_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2e-66	100.0	1.0	216.5
Os3315_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1e-20	97.4	0.96	67.7
Os3316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.6e-35	100.0	0.99	116.1
Os3316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.1e-22	100.0	0.99	74.0
Os3316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	7.6e-90	100.0	1.0	293.1
Os3316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.5e-65	100.0	1.0	212.9
Os3316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	2.2e-147	100.0	0.99	483.6
Os3316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	3.2e-23	88.3	0.9	75.7
Os3317_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	9e-34	100.0	0.98	110.4
Os3317_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3.2e-26	100.0	0.99	85.3
Os3317_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	117	6.8e-60	67.1	0.99	195.6
Os3317_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.7e-58	100.0	0.98	190.8
Os3317_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	9.7e-144	100.0	0.99	471.6
Os3317_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.6e-21	97.4	0.92	70.3
Os3318_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.1e-20	100.0	0.98	67.8
Os3318_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	8.5e-28	100.0	0.98	90.6
Os3318_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	141	1.9e-46	67.5	0.91	152.0
Os3318_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.6e-123	100.0	0.99	403.5
Os3318_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	123	1.9e-56	96.9	0.99	183.4
Os3319_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	80	9.6e-05	47.8	0.93	16.7
Os3319_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.3e-30	100.0	0.99	98.3
Os3319_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.1e-80	100.0	0.96	263.7
Os3319_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.4e-116	100.0	0.98	382.0
Os3319_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.5e-59	100.0	0.99	193.4
Os3320_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	102	5.8e-18	96.7	0.84	59.0
Os3320_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.4e-21	100.0	0.93	70.6
Os3320_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	3.4e-82	100.0	0.97	268.6
Os3320_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	254	2.3e-112	100.0	0.98	368.1
Os3320_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.3e-55	100.0	1.0	179.9
Os3321#LINE/unknown|Class_I/LINE:LINE-ENDO	183	9.6e-18	75.9	0.7	58.8
Os3321#LINE/unknown|Class_I/LINE:LINE-RT	264	6.6e-56	98.4	0.85	183.3
Os3324_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	6.1e-32	100.0	0.98	104.5
Os3324_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1e-30	100.0	1.0	99.7
Os3324_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	167	1.4e-88	96.0	0.99	288.9
Os3324_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	5.4e-66	100.0	1.0	215.1
Os3324_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	175	3.7e-73	55.2	0.97	239.8
Os3324_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	3.8e-21	98.7	0.95	69.0
Os3329#Evirus/ERTBV-A|Class_I/pararetrovirus:PARA-PROT	83	0.0002	97.5	0.79	15.5
Os3329#Evirus/ERTBV-A|Class_I/pararetrovirus:PARA-RH	119	1.3e-33	100.0	0.98	110.1
Os3329#Evirus/ERTBV-A|Class_I/pararetrovirus:PARA-RT	176	1.1e-79	99.4	0.99	259.7
Os3330#Evirus/ERTBV-B|Class_I/pararetrovirus:PARA-PROT	83	0.0001	97.5	0.77	16.4
Os3330#Evirus/ERTBV-B|Class_I/pararetrovirus:PARA-RT	176	3.4e-86	99.4	1.0	281.0
Os3330#Evirus/ERTBV-B|Class_I/pararetrovirus:PARA-RH	119	2.3e-30	100.0	0.98	99.6
Os3331#Evirus/ERTBV-C|Class_I/pararetrovirus:PARA-RH	119	2.2e-33	100.0	0.97	109.4
Os3331#Evirus/ERTBV-C|Class_I/pararetrovirus:PARA-RT	176	2.7e-81	99.4	0.99	265.1
Os3333#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	175	9.5e-52	99.4	0.96	169.2
Os3334_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.1e-26	97.8	0.97	85.7
Os3334_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	65	1.6e-20	100.0	0.97	66.8
Os3334_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	191	9.6e-65	93.5	0.97	211.6
Os3334_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	1.8e-107	100.0	0.97	352.2
Os3334_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	118	1.8e-41	86.6	0.93	134.8
Os3335_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.7e-28	100.0	0.98	91.8
Os3335_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	5.2e-29	100.0	0.99	94.0
Os3335_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	4.4e-84	100.0	1.0	274.7
Os3335_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6.5e-117	100.0	0.99	383.1
Os3335_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	3.9e-55	100.0	1.0	179.0
Os3339#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	102	2.3e-24	41.3	0.9	80.1
Os3342_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	88	2.2e-17	98.9	0.97	57.2
Os3342_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	2.9e-26	100.0	0.98	85.6
Os3342_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.3e-77	100.0	0.97	253.6
Os3342_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	6.3e-111	100.0	0.98	363.4
Os3342_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	125	5.3e-52	95.3	0.97	169.1
Os3344_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	3.2e-38	100.0	0.96	124.4
Os3344_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	58	1.2e-15	63.3	0.96	51.8
Os3344_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	162	4.7e-71	90.2	0.97	231.8
Os3344_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	52	9.1e-38	21.5	0.98	124.1
Os3344_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	305	5.5e-113	94.9	0.98	371.3
Os3348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	112	2e-28	90.6	0.98	93.2
Os3348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	73	4.1e-22	95.9	0.98	72.1
Os3348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	172	3.8e-76	94.2	0.98	248.4
Os3348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	95	1.3e-29	60.0	0.98	97.0
Os3348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	301	2.5e-126	100.0	0.97	414.4
Os3348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	70	1.2e-17	88.3	0.91	57.8
Os3359_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	1.4e-36	100.0	0.98	118.3
Os3360#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	187	1.5e-42	100.0	0.88	139.2
Os3361#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	103	1.2e-23	59.3	0.97	77.7
Os3362#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	88	1e-20	40.7	0.94	68.1
Os3363#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	168	1.8e-48	99.4	0.97	158.5
Os3364#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	154	7.1e-44	90.1	0.95	143.6
Os3365#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	167	8e-46	100.0	0.97	149.9
Os3366#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	168	1.2e-43	99.4	0.97	142.9
Os3367#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	43	1.9e-31	23.8	0.96	103.1
Os3368#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	175	7.7e-53	100.0	0.94	172.7
Os3369#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	144	2.1e-39	82.6	0.94	129.0
Os3370#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	145	5e-37	84.3	0.95	121.3
Os3371#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	168	2.3e-47	100.0	0.97	154.9
Os3372#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	168	3.5e-40	99.4	0.97	131.5
Os3373#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	169	2.8e-38	100.0	0.95	125.3
Os3374#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	99	3.2e-27	59.3	0.97	89.3
Os3375#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	170	1e-58	100.0	0.98	191.9
Os3376#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	167	7.1e-41	100.0	0.95	133.8
Os3377#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	201	1.7e-51	100.0	0.89	168.4
Os3378#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	76	2e-24	41.9	0.94	80.2
Os3379#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	122	4.5e-26	70.9	0.95	85.6
Os3380#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	166	1.3e-37	100.0	0.96	123.2
Os3381#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	178	7.8e-43	99.4	0.94	140.2
Os3382#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	107	1.6e-21	59.9	0.93	70.8
Os3383#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	163	1.7e-37	100.0	0.96	122.8
Os3384#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	168	2.1e-36	80.2	0.88	119.2
Os3385#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	197	1.5e-46	100.0	0.9	152.2
Os3386#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	82	3.9e-22	40.7	0.95	72.8
Os3387#DNAauto/MULE|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	25	0.00012	23.3	0.8	16.2
Os3387#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	169	3.1e-43	100.0	0.95	141.5
Os3388#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	99	2e-26	59.3	0.97	86.7
Os3389#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	43	4e-10	24.4	0.96	33.7
Os3390#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	169	1.8e-46	100.0	0.96	152.0
Os3391#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	164	2.6e-38	83.1	0.92	125.5
Os3392#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	199	1.5e-49	100.0	0.97	162.0
Os3393#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	147	2.2e-23	65.1	0.91	76.9
Os3394#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	99	6.8e-23	59.3	0.93	75.3
Os3395#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	67	7.7e-20	32.0	0.93	65.3
Os3405#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	172	3.3e-36	100.0	0.9	118.8
Os3408_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-GAG	122	1.7e-43	100.0	0.99	141.3
Os3408_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-PROT	76	1.8e-29	100.0	0.99	95.5
Os3408_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RT	177	1.6e-96	100.0	0.99	314.8
Os3408_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	150	8e-64	98.7	0.99	207.9
Os3408_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-INT	318	1.8e-157	100.0	1.0	517.4
Os3410_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	81	4.5e-15	81.1	0.94	49.8
Os3410_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	73	9.2e-22	100.0	0.98	71.2
Os3410_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	6.8e-66	100.0	0.94	215.4
Os3410_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	197	8.7e-89	76.3	0.98	290.8
Os3410_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.4e-53	100.0	0.98	172.9
Os3413_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	142	2.1e-10	72.2	0.94	34.8
Os3413_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	9.3e-26	100.0	0.99	84.0
Os3413_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.6e-84	100.0	0.97	276.2
Os3413_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	118	1.7e-52	41.6	0.96	171.9
Os3413_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.9e-60	100.0	0.98	195.8
Os3414_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	4.6e-15	98.9	0.95	49.7
Os3414_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	74	3.2e-22	100.0	0.93	72.7
Os3414_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	4.6e-71	100.0	0.98	232.3
Os3414_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	4.2e-119	100.0	0.99	390.2
Os3414_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.2e-63	100.0	0.99	204.6
Os3415_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	92	5.9e-25	96.8	0.97	81.1
Os3415_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	1.6e-29	98.6	0.98	95.6
Os3415_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1.1e-82	100.0	0.99	270.2
Os3415_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	1.5e-115	100.0	0.99	378.7
Os3415_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	4.8e-48	100.0	0.98	156.1
Os3416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	2.5e-15	100.0	0.95	50.6
Os3416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.3e-26	100.0	0.98	86.7
Os3416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	4.7e-81	100.0	0.97	264.9
Os3416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	4.3e-124	100.0	0.99	406.5
Os3416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.5e-59	100.0	0.99	192.7
Os3417_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	56	8.5e-11	43.6	0.95	36.3
Os3417_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.2e-26	100.0	0.99	85.8
Os3417_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.8e-82	100.0	0.98	269.0
Os3417_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.1e-61	100.0	1.0	200.2
Os3417_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	290	1.3e-130	91.2	0.99	428.5
Os3417_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	2.9e-20	98.7	0.86	66.2
Os3418_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	9e-31	100.0	0.98	99.7
Os3427_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	5.1e-33	100.0	0.98	108.0
Os3427_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.2e-25	100.0	0.99	82.6
Os3427_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	5.1e-89	100.0	1.0	290.4
Os3427_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	73	1.5e-10	33.8	0.87	35.3
Os3427_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	217	1.1e-96	68.8	0.97	317.1
Os3427_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	2.1e-23	97.4	0.93	76.3
Os3436#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	75	7.5e-22	48.5	0.95	72.3
Os3438#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	128	1e-22	48.5	0.93	75.1
Os3439#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	431	1.1e-50	93.0	0.86	167.3
Os3440_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	3.2e-27	100.0	0.99	88.3
Os3440_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.3e-31	100.0	0.99	102.4
Os3440_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	4.2e-92	100.0	1.0	300.9
Os3440_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	9.8e-106	100.0	0.99	346.5
Os3440_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.2e-54	100.0	1.0	176.5
Os3441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.2e-16	100.0	0.97	54.8
Os3441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.7e-28	100.0	0.99	91.7
Os3441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	90	1.1e-34	46.4	0.98	113.5
Os3441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3e-124	100.0	0.99	407.0
Os3441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.5e-59	100.0	0.99	192.8
Os3443#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	171	9.2e-46	100.0	0.95	149.7
Os3445_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.3e-31	100.0	0.97	103.4
Os3445_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.3e-18	100.0	1.0	60.9
Os3445_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	150	7.2e-64	77.5	0.95	208.5
Os3445_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	5.2e-56	100.0	0.97	182.7
Os3445_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	3.7e-135	100.0	0.98	443.4
Os3445_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	3.6e-25	98.7	0.97	82.0
Os3446_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	91	3.9e-31	100.0	0.98	101.1
Os3446_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	2.9e-30	100.0	1.0	98.3
Os3446_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	206	1.3e-105	100.0	0.99	345.2
Os3446_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	258	5.9e-134	100.0	0.99	438.9
Os3446_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	127	1.1e-60	94.6	0.98	197.3
Os3448_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	1.4e-27	99.2	0.96	90.0
Os3448_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	80	3.5e-26	100.0	0.97	85.5
Os3448_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	169	2.2e-83	90.8	0.99	271.9
Os3448_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	55	7.8e-57	21.9	0.95	186.5
Os3449_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	1.8e-32	100.0	0.95	106.2
Os3449_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	75	3e-22	100.0	0.97	72.5
Os3449_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.2e-85	100.0	0.99	277.6
Os3449_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	143	4.3e-51	97.2	0.97	166.8
Os3449_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	200	1.3e-83	64.0	0.99	274.1
Os3449_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	69	7.9e-15	97.4	0.89	48.8
Os3450_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	3.1e-14	95.6	0.93	47.1
